GRD -Código,GRD -Descripción
114101,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL
24112,MH TRASTORNOS NEUROLÓGICOS DE LOS OJOS w/CC
64101,MH MALIGNIDAD EN EL TRACTO DIGESTIVO
81801,PH PROCEDIMIENTOS EN LAS EXTREMIDADES SUPERIORES
41303,PH PROCEDIMIENTOS MODERADAMENTECOMPLEJOS DEL APARATO RESPIRATORIO w/MCC
61131,PH PROCEDIMIENTOS DEL APÉNDICE
71123,PH COLECISTECTOMÍA EXCLUYENDO LAPAROSCÓPICA w/MCC
81052,PH PROCEDIMIENTOS MAYORES DE RECOLOCACIÓN DE LOS MIEMBROS Y ARTICULACIONES DE LAS EXTREMIDADES SUPERIORES w/CC
101201,"PH PROCEDIMIENTOS EN GLÁNDULAS TIROIDES, PARATIROIDES Y CONDUCTO TIROGLOSO"
44202,MH NEUMOTÓRAX Y DERRAME PLEURAL w/CC
174133,MH QUIMIOTERAPIA w/MCC
64171,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL
94123,MH CELULITIS w/MCC
94121,MH CELULITIS
81702,PH PROCEDIMIENTOS EN LA RODILLA Y PIERNA INFERIOR EXCLUYENDO EL PIE w/CC
54122,MH INSUFICIENCIA CARDÍACA w/CC
54123,MH INSUFICIENCIA CARDÍACA w/MCC
54182,MH TRASTORNOS CARDÍACOS Y VALVULARES CONGÉNITOS w/CC
64112,MH GASTRITIS Y ÚLCERA PÉPTICA w/CC
54202,MH ANGINA DE PECHO Y DOLOR TORÁCICO w/CC
104102,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/CC
114102,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL w/CC
81801,PH PROCEDIMIENTOS EN LAS EXTREMIDADES SUPERIORES
81801,PH PROCEDIMIENTOS EN LAS EXTREMIDADES SUPERIORES
54201,MH ANGINA DE PECHO Y DOLOR TORÁCICO
11201,PH PROCEDIMIENTOS CRANEALES Y DEL SISTEMA NERVIOSO PERIFÉRICO
84193,"MH FALLA, REACCIÓN O COMPLICACIÓN DE DISPOSITIVOS O PROCEDIMIENTOS ORTOPÉDICOS w/MCC"
184132,MH INFECCIÓN NO BACTERIANAS w/CC
64102,MH MALIGNIDAD EN EL TRACTO DIGESTIVO w/CC
184143,MH OTRAS ENFERMEDADES BACTERIANAS Y PARASITARIAS w/MCC
14222,MH CONVULSIONES w/CC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
214123,MH ENVENENMAIENTO Y EFECTOS TÓXICOS POR DROGAS w/MCC
44203,MH NEUMOTÓRAX Y DERRAME PLEURAL w/MCC
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
44153,MH INFECCIONES E INFLMAACIONES DEL TRACTO RESPIRATORIO w/MCC
104131,MH OTROS TRASTORNOS ENDÓCRINOS
54241,PH OTROS DIAGNÓSTICOS DEL APARATO CIRCULATORIO
81801,PH PROCEDIMIENTOS EN LAS EXTREMIDADES SUPERIORES
44203,MH NEUMOTÓRAX Y DERRAME PLEURAL w/MCC
81601,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO
81201,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
164113,MH TRASTORNOS DE LA COAGULACIÓN w/MCC
184132,MH INFECCIÓN NO BACTERIANAS w/CC
41013,PH VENTILACIÓN MECÁNICA DE LARGO PLAZO CON TRAQUEOSTOMÍA w/MCC
91303,PH INJERTO DE PIEL SIN QUEMADURAS w/MCC
54182,MH TRASTORNOS CARDÍACOS Y VALVULARES CONGÉNITOS w/CC
11123,PH PROCEDIMIENTOS VASCULARES EXTRACRANEALES w/MCC
54193,MH ARRITMIAS CARDÍACAS Y TRASTORNOS DE CONDUCCIÓN CARDÍACA w/MCC
54131,MH TROMBOFLEBITIS VENOSA PROFUNDA
54132,MH TROMBOFLEBITIS VENOSA PROFUNDA w/CC
54152,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/CC
91303,PH INJERTO DE PIEL SIN QUEMADURAS w/MCC
14242,MH TRAUMA CRANEAL w/CC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
31202,"PH OTROS PROCEDIMIENTOS DE OÍDOS, NARIZ, BOCA Y GARGANTA w/CC"
51203,PH OTROS PROCEDIMIENTOS DEL APARATO CIRCULATORIO w/MCC
64182,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO w/CC
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
54123,MH INSUFICIENCIA CARDÍACA w/MCC
41202,PH PROCEDIMIENTOS NO COMPLEJOS DEL APARATO RESPIRATORIO w/CC
64173,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL w/MCC
81203,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES w/MCC
74143,MH OTROS TRASTORNOS DEL TRACTO BILIAR w/MCC
14223,MH CONVULSIONES w/MCC
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
44171,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA
84173,MH PROBLEMAS MÉDICOS DE LA ESPALDA w/MCC
34141,MH ENFERMEDADES ORALES Y DENTALES
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
64182,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO w/CC
54152,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/CC
81022,PH AMPUTACIÓN w/CC
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
54102,MH INFARTO AGUDO DEL MIOCARDIO w/CC
114142,"MH FALLA, REACCIÓN O COMPLICACIÓN DE DISPOSITIVO EN EL TRACTO URINARIO, INJERTO O TRASPLANTE w/CC"
34132,"MH EPIGLOTITIS, OTITIS MEDIA, INFECCIONES DEL TRACTO RESPIRATORIO SUPERIOR Y LARINGOTRAQUEITIS w/CC"
104102,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/CC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
121102,PH PROSTATECTOMÍA COMPLEJA w/CC
54152,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/CC
54103,MH INFARTO AGUDO DEL MIOCARDIO w/MCC
41203,PH PROCEDIMIENTOS NO COMPLEJOS DEL APARATO RESPIRATORIO w/MCC
64141,MH INSUFICIENCIA VASCULAR GASTROINTESTINAL
14263,MH OTROS TRASTORNOS DEL SISTEMA NERVIOSO w/MCC
31203,"PH OTROS PROCEDIMIENTOS DE OÍDOS, NARIZ, BOCA Y GARGANTA w/MCC"
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
51122,PH PROCEDIMIENTOS VASCULARES TORÁCICOS COMPLEJOS w/CC
14121,MH ESCLEROSIS MÚLTIPLE Y ATAXIA CEREBELAR
74131,"MH TRASTORNOS DEL HÍGADO EXCLUYENDO MALIGNIDAD, CIRROSIS O HEPATITIS ALCOHÓLICA"
84163,MH TRASTORNOS EN EL TEJIDO CONJUNTIVO w/MCC
94142,MH OTROS TRASTORNOS DE LA PIEL Y DE MAMAS w/CC
14221,MH CONVULSIONES
84182,PA OTRAS ENFERMEDADES DE LOS HUESOS Y ARTICULACIONES w/CC
71133,PH OTROS PROCEDIMIENTOS HEPATOBILIARES Y PANCREÁTICOS w/MCC
81301,PH PROCEDIMIENTOS EN EL PIE
54153,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/MCC
74112,MH MALIGNIDAD EN EL SISTEMA HEPATOBILIAR Y PÁNCREAS w/CC
134112,MH INFECCIONES DEL APARATO REPRODUCTOR FEMENINO w/CC
124111,MH DIAGNÓSTICOS DEL APARATO REPRODUCTOR MASCULINO EXCLUYENDO MALIGNIDAD
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
114101,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL
11201,PH PROCEDIMIENTOS CRANEALES Y DEL SISTEMA NERVIOSO PERIFÉRICO
174132,MH QUIMIOTERAPIA w/CC
94143,MH OTROS TRASTORNOS DE LA PIEL Y DE MAMAS w/MCC
84162,MH TRASTORNOS EN EL TEJIDO CONJUNTIVO w/CC
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
81203,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES w/MCC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
94142,MH OTROS TRASTORNOS DE LA PIEL Y DE MAMAS w/CC
14222,MH CONVULSIONES w/CC
84171,MH PROBLEMAS MÉDICOS DE LA ESPALDA
121133,PH PROCEDIMIENTOS NO COMPLEJOS EN PRÓSTATA Y CONTENIDO ESCROTAL w/MCC
81203,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES w/MCC
54192,MH ARRITMIAS CARDÍACAS Y TRASTORNOS DE CONDUCCIÓN CARDÍACA w/CC
84172,MH PROBLEMAS MÉDICOS DE LA ESPALDA w/CC
54192,MH ARRITMIAS CARDÍACAS Y TRASTORNOS DE CONDUCCIÓN CARDÍACA w/CC
81703,PH PROCEDIMIENTOS EN LA RODILLA Y PIERNA INFERIOR EXCLUYENDO EL PIE w/MCC
84172,MH PROBLEMAS MÉDICOS DE LA ESPALDA w/CC
64181,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO
81602,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO w/CC
54242,PH OTROS DIAGNÓSTICOS DEL APARATO CIRCULATORIO w/CC
61303,"PH PROCEDIMIENTOS MODERADAMENTE COMPLEJOS EN ESTÓMAGO, ESOFÁGO Y DUODENO w/MCC"
14263,MH OTROS TRASTORNOS DEL SISTEMA NERVIOSO w/MCC
71103,PH PROCEDIMIENTOS DEL PÁNCREAS E HÍGADO w/MCC
121152,PH CIRCUNCISIÓN w/CC
104102,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/CC
74133,"MH TRASTORNOS DEL HÍGADO EXCLUYENDO MALIGNIDAD, CIRROSIS O HEPATITIS ALCOHÓLICA w/MCC"
84161,MH TRASTORNOS EN EL TEJIDO CONJUNTIVO
71102,PH PROCEDIMIENTOS DEL PÁNCREAS E HÍGADO w/CC
54232,"HM FALLAS, REACCIONES Y COMPLICACIONES DE DISPOSITIVOS O DE PROCEDIMIENTOS CARDIOVASCULARES w/CC"
84212,MH OTROS DIAGNÓSTICOS DEL APARATO MÚSCULOESQUELÉTICO Y TEJIDO CONJUNTIVO w/CC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
54192,MH ARRITMIAS CARDÍACAS Y TRASTORNOS DE CONDUCCIÓN CARDÍACA w/CC
194163,MH ALTERACIONES ORGÁNICAS Y RETRASO MENTAL w/MCC
51153,PH CATETERISMO CARDÍACO w/MCC
74113,MH MALIGNIDAD EN EL SISTEMA HEPATOBILIAR Y PÁNCREAS w/MCC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
54122,MH INSUFICIENCIA CARDÍACA w/CC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
81701,PH PROCEDIMIENTOS EN LA RODILLA Y PIERNA INFERIOR EXCLUYENDO EL PIE
14113,MH TRASTORNOS DEGENERATIVOS Y MALIGNIDAD EN EL SISTEMA NERVIOSO w/MCC
161202,PH OTROS PROCEDIMIENTOS DE LA SANGRE Y ÓRGANOS FORMADORES DE SANGRE w/CC
94133,"MH TRAUMA EN LA PIEL, TEJIDO SUBCUTÁNEO Y MAMAS w/MCC"
131201,PH PROCEDIMIENTOS EN ÚTERO Y ANEXOS
91401,"PH OTROS PROCEDIMIENTOS DE PIEL, TEJIDO SUBCUTÁNEO Y MAMAS"
64131,"MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA DEL COLON"
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
74122,MH TRASTORNOS DEL PÁNCREAS EXCLUYENDO MALIGNIDAD w/CC
31202,"PH OTROS PROCEDIMIENTOS DE OÍDOS, NARIZ, BOCA Y GARGANTA w/CC"
71102,PH PROCEDIMIENTOS DEL PÁNCREAS E HÍGADO w/CC
131201,PH PROCEDIMIENTOS EN ÚTERO Y ANEXOS
214101,MH LESIONES EN SITIOS MULTIPLES O NO ESPECIFICADOS
64171,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL
61303,"PH PROCEDIMIENTOS MODERADAMENTE COMPLEJOS EN ESTÓMAGO, ESOFÁGO Y DUODENO w/MCC"
94141,MH OTROS TRASTORNOS DE LA PIEL Y DE MAMAS
111203,PH PROCEDIMIENTOS EN EL TRACTO URINARIO SUPERIOR w/MCC
161203,PH OTROS PROCEDIMIENTOS DE LA SANGRE Y ÓRGANOS FORMADORES DE SANGRE w/MCC
104102,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/CC
64171,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL
54203,MH ANGINA DE PECHO Y DOLOR TORÁCICO w/MCC
64122,MH ENFERMEDADES ESOFÁGICAS w/CC
61131,PH PROCEDIMIENTOS DEL APÉNDICE
64181,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO
54243,PH OTROS DIAGNÓSTICOS DEL APARATO CIRCULATORIO w/MCC
81701,PH PROCEDIMIENTOS EN LA RODILLA Y PIERNA INFERIOR EXCLUYENDO EL PIE
194151,MH NEUROSIS EXCLUYENDO LA DEPRESIÓN
84171,MH PROBLEMAS MÉDICOS DE LA ESPALDA
64173,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL w/MCC
104102,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/CC
84182,PA OTRAS ENFERMEDADES DE LOS HUESOS Y ARTICULACIONES w/CC
34131,"MH EPIGLOTITIS, OTITIS MEDIA, INFECCIONES DEL TRACTO RESPIRATORIO SUPERIOR Y LARINGOTRAQUEITIS"
194152,MH NEUROSIS EXCLUYENDO LA DEPRESIÓN w/CC
71141,PH COLECISTECTOMÍA LAPAROSCÓPICA
81202,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES w/CC
174133,MH QUIMIOTERAPIA w/MCC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
51402,PH PROCEDIMIENTOS CARDIOVASCULARES PERCUTÁNEOS w/CC
44193,MH ENFERMEDAD PULMONAR INTERSTICIAL w/MCC
44213,"MH SÍNTOMAS, SIGNOS Y OTROS DIAGNÓSTICOS DEL APARATO RESPIRATORIO w/MCC"
64181,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO
14212,MH ESTUPOR Y COMA NO TRAUMÁTICOS w/CC
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
81202,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES w/CC
14242,MH TRAUMA CRANEAL w/CC
104102,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/CC
114133,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO w/MCC
44213,"MH SÍNTOMAS, SIGNOS Y OTROS DIAGNÓSTICOS DEL APARATO RESPIRATORIO w/MCC"
61401,PH OTROS PROCEDIMIENTOS DIGESTIVOS
41203,PH PROCEDIMIENTOS NO COMPLEJOS DEL APARATO RESPIRATORIO w/MCC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
44172,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/CC
184143,MH OTRAS ENFERMEDADES BACTERIANAS Y PARASITARIAS w/MCC
54162,MH ARTERIOESCLEROSIS w/CC
14173,MH TRASTORNOS CRANEALES Y DEL SISTEMA NERVIOSO PERIFÉRICO w/MCC
44211,"MH SÍNTOMAS, SIGNOS Y OTROS DIAGNÓSTICOS DEL APARATO RESPIRATORIO"
51153,PH CATETERISMO CARDÍACO w/MCC
34142,MH ENFERMEDADES ORALES Y DENTALES w/CC
114123,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/MCC
44143,MH MALIGNIDIAD RESPIRATORIA w/MCC
54201,MH ANGINA DE PECHO Y DOLOR TORÁCICO
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
114132,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO w/CC
114102,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL w/CC
14222,MH CONVULSIONES w/CC
54123,MH INSUFICIENCIA CARDÍACA w/MCC
81502,PH PROCEDIMIENTOS EN TEJIDOS BLANDOS w/CC
51152,PH CATETERISMO CARDÍACO w/CC
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
34131,"MH EPIGLOTITIS, OTITIS MEDIA, INFECCIONES DEL TRACTO RESPIRATORIO SUPERIOR Y LARINGOTRAQUEITIS"
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
81203,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES w/MCC
174132,MH QUIMIOTERAPIA w/CC
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
104103,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/MCC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
54203,MH ANGINA DE PECHO Y DOLOR TORÁCICO w/MCC
54152,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/CC
184112,MH INFECCIONES POST OPERATORIAS Y POSTRAUMÁTICAS w/CC
54151,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES
54122,MH INSUFICIENCIA CARDÍACA w/CC
104103,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/MCC
64163,MH INFECCIONES GASTROINTESTINALES MAYORES w/MCC
81023,PH AMPUTACIÓN w/MCC
51403,PH PROCEDIMIENTOS CARDIOVASCULARES PERCUTÁNEOS w/MCC
54152,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/CC
14142,MH ACCIDENTE VASCULAR CEREBRAL CON INFARTO w/CC
214132,MH COMPLICACIONES DEL TRATAMIENTO w/CC
114133,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO w/MCC
184133,MH INFECCIÓN NO BACTERIANAS w/MCC
44182,MH ASMA Y BRONQUITIS w/CC
74103,MH CIRROSIS Y HEPATITIS ALCOHÓLICA w/MCC
14221,MH CONVULSIONES
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
54203,MH ANGINA DE PECHO Y DOLOR TORÁCICO w/MCC
111403,PH PROCEDIMIENTOS URETRALES Y TRANSURETRALES w/MCC
81201,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES
111202,PH PROCEDIMIENTOS EN EL TRACTO URINARIO SUPERIOR w/CC
14242,MH TRAUMA CRANEAL w/CC
14113,MH TRASTORNOS DEGENERATIVOS Y MALIGNIDAD EN EL SISTEMA NERVIOSO w/MCC
14241,MH TRAUMA CRANEAL
51153,PH CATETERISMO CARDÍACO w/MCC
14261,MH OTROS TRASTORNOS DEL SISTEMA NERVIOSO
64172,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL w/CC
184141,MH OTRAS ENFERMEDADES BACTERIANAS Y PARASITARIAS
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
41203,PH PROCEDIMIENTOS NO COMPLEJOS DEL APARATO RESPIRATORIO w/MCC
34101,"PH MALIGNIDAD DE OÍDOS, NARIZ, BOCA Y GARGANTA"
104103,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/MCC
64153,MH OBSTRUCCIÓN GASTROINTESTINAL w/MCC
114142,"MH FALLA, REACCIÓN O COMPLICACIÓN DE DISPOSITIVO EN EL TRACTO URINARIO, INJERTO O TRASPLANTE w/CC"
121132,PH PROCEDIMIENTOS NO COMPLEJOS EN PRÓSTATA Y CONTENIDO ESCROTAL w/CC
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
64102,MH MALIGNIDAD EN EL TRACTO DIGESTIVO w/CC
41203,PH PROCEDIMIENTOS NO COMPLEJOS DEL APARATO RESPIRATORIO w/MCC
81601,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO
114121,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO
184132,MH INFECCIÓN NO BACTERIANAS w/CC
81801,PH PROCEDIMIENTOS EN LAS EXTREMIDADES SUPERIORES
81023,PH AMPUTACIÓN w/MCC
34152,"PH OTROS DIAGNÓSTICOS DE OÍDOS, NARIZ, BOCA Y GARGANTA w/CC"
64133,"MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA DEL COLON w/MCC"
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
74141,MH OTROS TRASTORNOS DEL TRACTO BILIAR
54242,PH OTROS DIAGNÓSTICOS DEL APARATO CIRCULATORIO w/CC
61131,PH PROCEDIMIENTOS DEL APÉNDICE
64172,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL w/CC
74113,MH MALIGNIDAD EN EL SISTEMA HEPATOBILIAR Y PÁNCREAS w/MCC
114103,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL w/MCC
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
61131,PH PROCEDIMIENTOS DEL APÉNDICE
164132,MH TRASTORNOS DE LOS GLÓBULOS ROJOS EXCLUYENDO CRISIS POR ANEMIA DREPANOCÍTICA w/CC
84132,"MH MALIGNIDAD MÚSCULO-ESQUÉLETICA, DEL TEJIDO CONJUNTIVO Y FRACTURAS PATOLÓGICAS w/CC"
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
61132,PH PROCEDIMIENTOS DEL APÉNDICE w/CC
64133,"MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA DEL COLON w/MCC"
64171,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL
174132,MH QUIMIOTERAPIA w/CC
81802,PH PROCEDIMIENTOS EN LAS EXTREMIDADES SUPERIORES w/CC
54122,MH INSUFICIENCIA CARDÍACA w/CC
161112,PH PROCEDIMIENTOS EN EL BAZO w/CC
31122,PH PROCEDIMIENTOS DE LOS SENOS PARANASALES Y PAÓFISIS MASTOIDES w/CC
84173,MH PROBLEMAS MÉDICOS DE LA ESPALDA w/MCC
174113,MH LINFOMA O LEUCEMIA NO AGUDA w/MCC
31201,"PH OTROS PROCEDIMIENTOS DE OÍDOS, NARIZ, BOCA Y GARGANTA"
111203,PH PROCEDIMIENTOS EN EL TRACTO URINARIO SUPERIOR w/MCC
41103,PH PROCEDIMIENTOS COMPLEJOS DEL APARATO RESPIRATORIO w/MCC
14221,MH CONVULSIONES
184133,MH INFECCIÓN NO BACTERIANAS w/MCC
84141,MH OSTEOMIELITIS
74142,MH OTROS TRASTORNOS DEL TRACTO BILIAR w/CC
54152,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/CC
94143,MH OTROS TRASTORNOS DE LA PIEL Y DE MAMAS w/MCC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
81073,PH PROCEDIMIENTOS DE FUSIÓN ESPINAL EXCLUYENDO LOS DE CORRECCIÓN DE CURVATURA DE LA ESPALDA w/MCC
184133,MH INFECCIÓN NO BACTERIANAS w/MCC
64172,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL w/CC
81203,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES w/MCC
114143,"MH FALLA, REACCIÓN O COMPLICACIÓN DE DISPOSITIVO EN EL TRACTO URINARIO, INJERTO O TRASPLANTE w/MCC"
81602,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO w/CC
14232,MH MIGRAÑA Y OTRAS CEFALEAS w/CC
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
184143,MH OTRAS ENFERMEDADES BACTERIANAS Y PARASITARIAS w/MCC
44213,"MH SÍNTOMAS, SIGNOS Y OTROS DIAGNÓSTICOS DEL APARATO RESPIRATORIO w/MCC"
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
174132,MH QUIMIOTERAPIA w/CC
51303,PH REEMPLAZO DEL DISPOSITIVO DE DESFIBRILACIÓN Y MARCAPASOS CARDÍACO w/MCC
114142,"MH FALLA, REACCIÓN O COMPLICACIÓN DE DISPOSITIVO EN EL TRACTO URINARIO, INJERTO O TRASPLANTE w/CC"
61102,PH PROCEDIMIENTOS NO COMPLEJOS EN INTESTINO DELGADO Y COLON w/CC
84171,MH PROBLEMAS MÉDICOS DE LA ESPALDA
14213,MH ESTUPOR Y COMA NO TRAUMÁTICOS w/MCC
54202,MH ANGINA DE PECHO Y DOLOR TORÁCICO w/CC
114121,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO
14162,MH ISQUEMIA TRANSITORIA w/CC
74143,MH OTROS TRASTORNOS DEL TRACTO BILIAR w/MCC
111202,PH PROCEDIMIENTOS EN EL TRACTO URINARIO SUPERIOR w/CC
81501,PH PROCEDIMIENTOS EN TEJIDOS BLANDOS
174103,MH LEUCEMIA AGUDA w/MCC
74131,"MH TRASTORNOS DEL HÍGADO EXCLUYENDO MALIGNIDAD, CIRROSIS O HEPATITIS ALCOHÓLICA"
164103,MH AGRANULOCITOSIS w/MCC
114123,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/MCC
214123,MH ENVENENMAIENTO Y EFECTOS TÓXICOS POR DROGAS w/MCC
54152,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/CC
114123,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/MCC
114123,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/MCC
124102,MH MALIGNIDAD EN EL SISTEMA REPRODUCTOR MASCULINO w/CC
